"","YT3.cases","YT3","YT3"
"1",2489.98862617179,5144.75048016488,3732.75671766668
"2",2468.19208666216,5087.36055900486,3700.81606052901
"3",2447.58011222618,5048.17398919362,3681.15523833814
"4",2430.7370957364,4999.11923812578,3680.71523409556
"5",2420.07422792427,4966.26002330272,3704.87547881009
"6",2416.85851037004,4925.56216442182,3752.84081272128
"7",2419.91612250745,4882.26211274313,3810.67531243216
"8",2424.70811786299,4818.931998884,3853.46909537941
"9",2425.76637064135,4798.48875491146,3848.68557621881
"10",2418.75897852573,4771.91166299053,3768.30815498622
"11",2405.22224073029,4808.50398495661,3653.65700138805
"12",2405.34027438052,4826.13640895671,3562.80471376938
"13",2434.0730578865,4848.58750405379,3521.90758703147
"14",2491.02560988849,4846.70001795797,3533.48018730882
"15",2560.16106191137,4839.70897580023,3590.69371753346
"16",2612.10756061705,4861.83359557657,3678.0944971156
"17",2625.76528689074,4937.23872730886,3729.36611392134
"18",2588.9304680994,5034.93275619257,3709.25664899048
"19",2515.36476786485,5082.50649732549,3639.13316452825
"20",2445.71932002701,5077.62454424703,3577.78475157848
"21",2407.40064866487,5041.28000676332,3573.92238100083
"22",2386.49701440195,4981.02069712329,3618.58020569526
"23",2369.29744153227,4945.75143863391,3672.86948060206
"24",2357.61519723354,4956.6802359799,3714.44413983683
"25",2370.70741115415,4983.9296250496,3739.11351846218
"26",2406.49344652936,4986.56719114537,3738.62410229177
"27",2445.01463130582,4980.91930186434,3716.70810494691
"28",2480.7531383126,4942.03061708005,3711.54770623082
"29",2516.4088880654,4936.20408237792,3732.34497425
"30",2544.16690028439,4917.06414232052,3744.31107042449
"31",2568.79607269051,4941.67091743787,3718.67407496191
"32",2589.41939134719,4977.62602421955,3655.98919816668
"33",2606.97054993814,5045.21801989912,3599.4144885694
"34",2615.40021668044,5056.14554933717,3610.36111564181
"35",2608.96365085536,5085.34289255127,3704.30561112977
"36",2601.28043457644,5074.18616643455,3826.37934460963
"37",2590.83274214301,5089.76733735491,3900.42106500228
"38",2557.11453362053,5086.92898108922,3893.59165168987
"39",2506.8478804412,5088.5161641261,3810.00169908593
"40",2463.9361629852,5089.53468675114,3676.60757009003
"41",2459.5130048743,5121.44978205227,3558.4406210054
"42",2491.2986800772,5135.46916146665,3490.32291432521
"43",2538.53749745766,5167.5187666347,3467.27010821455
"44",2567.41582162459,5218.79422004721,3483.34696889612
"45",2556.1387589785,5256.93284264767,3538.21248463224
"46",2502.96703141488,5231.43629234505,3619.26694967835
"47",2442.81381802844,5137.24727649228,3689.26491708156
"48",2404.94141271701,4983.86936443927,3702.21055062711
"49",2383.902196886,4871.44557447643,3670.80881758677
"50",2359.51820208763,4804.85444514053,3654.52081433
"51",2331.14248455052,4779.00135047986,3697.86740077522
"52",2309.71994057635,4782.4522078941,3802.38453294229
"53",2308.39115318262,4792.93441766645,3912.14113062408
"54",2328.06521886329,4792.44350236852,3953.99169691693
"55",2351.39999165361,4842.64853091105,3906.42875936004
"56",2359.34373735987,4871.84741496427,3801.51903220974
"57",2348.0814786924,4952.67782853659,3695.89721866006
