"","YT2.cases","YT2","YT2"
"112",2728.39792813206,4804.47903491145,3196.45136178201
"113",2694.62085180821,4762.67088799951,3224.20708023429
"114",2649.54807446623,4730.40930211482,3245.35156136503
"115",2608.39672944888,4715.43460149606,3288.40199421221
"116",2593.75024126268,4735.7821472377,3297.35379725726
"117",2613.95805014615,4787.65224875911,3263.3033362321
"118",2650.60019741265,4831.90880485926,3245.56885102346
"119",2674.27261392367,4836.38541928735,3212.52243164984
"120",2675.49283453261,4807.75596236014,3190.71939817956
"121",2675.91688036906,4764.7497100685,3213.71938244246
"122",2701.21113381845,4713.39367669158,3212.50803241473
"123",2744.38685191624,4661.39586959457,3180.78385797424
"124",2763.13033975377,4623.4908179671,3172.70583715938
"125",2716.99689723703,4599.52254350838,3213.75861500277
"126",2610.36513602314,4574.67149193539,3310.32924062307
"127",2498.94010092244,4557.66750342159,3382.56397383219
"128",2450.23802946838,4590.08902688645,3378.01568723239
"129",2493.15169785309,4690.49980996193,3368.11544684596
"130",2600.85489624816,4810.77461884439,3363.28162026606
"131",2719.61302535252,4880.86431280561,3272.21602339834
"132",2808.67649954049,4886.08846861418,3191.45557473015
"133",2850.41777507176,4865.19062041929,3161.82356690533
"134",2843.6180924991,4841.82871824505,3110.90379774434
"135",2805.52009257021,4802.59414057584,3065.24257901124
"136",2765.36088884345,4737.57853732666,3011.81014737936
"137",2743.57348249651,4657.44578249543,2946.9577669512
"138",2742.47519472352,4571.63403659517,3007.4406280335
"139",2752.68499215409,4485.5608349606,3162.04539287802
"140",2760.28146124219,4413.16154648218,3292.14921136303
"141",2750.23712591989,4361.1903087187,3359.75166680813
"142",2714.24331782677,4314.62852002407,3368.35238310046
"143",2664.35878062725,4268.79082633765,3315.28030792661
"144",2628.57944221682,4254.52875231064,3224.86512209778
"145",2620.56837226258,4299.21737772673,3182.69581911
"146",2627.42003442735,4385.70032630782,3224.68818724287
"147",2637.76563899682,4474.53511157947,3261.94893415066
"148",2662.68063270518,4546.89009020358,3247.27348134804
"149",2715.85343594267,4605.23428000212,3163.30255764478
"150",2787.051858812,4643.83238029884,3089.09699894356
"151",2844.14602698548,4649.22355034701,3076.10417923259
"152",2857.23401900284,4638.10518573388,3126.25303098061
"153",2822.7399249746,4659.88236207534,3209.46032082508
"154",2764.07916072477,4736.61235326522,3264.92989623839
"155",2707.65708883347,4824.19084108792,3251.70829031216
"156",2668.95766591971,4854.31045392366,3250.56823857854
"157",2658.94150658747,4800.3512210605,3297.34836238767
"158",2678.66410458542,4690.13722057478,3384.03011984998
"159",2704.72120358689,4569.31556015848,3464.26387461673
"160",2703.90681433945,4470.0451172201,3457.76119924473
"161",2665.90142487105,4408.58982027616,3335.4206601402
"162",2610.37681809099,4392.43830855575,3245.47895348232
"163",2571.22621681422,4417.19864218847,3245.01542147014
"164",2576.3426587691,4456.24220378272,3294.42324073622
"165",2623.52201999009,4469.43486593782,3337.60563227165
"166",2677.66231426668,4442.02931395017,3327.42809935009
"167",2706.57478897231,4408.18058906125,3297.11075439128
"168",2709.05059290457,4414.95502350208,3292.18915808231
"169",2698.92207642786,4465.64688813015,3285.11023789561
"170",2683.80325082465,4512.2028836668,3245.33588709272
"171",2671.98924577606,4499.20746220206,3128.54044663862
"172",2676.65879645264,4413.95794879085,2966.22870085974
"173",2697.35349602498,4305.7808424071,2885.21255913601
"174",2715.51571028934,4252.00022324642,2920.99237275583
"175",2720.71226942069,4289.65002023627,3025.08556763151
"176",2725.46379085146,4384.10171865108,3111.04020629878
"177",2743.17962406902,4469.91731179267,3128.04751654216
"178",2760.51214049507,4507.71268607857,3108.18751640588
"179",2745.72009232958,4495.51762599689,3093.15811272787
"180",2692.3557323025,4451.43144387594,3115.8479594175
"181",2645.08323830774,4402.53264852773,3177.13336774566
"182",2664.03870728763,4372.57446556392,3234.25166794608
"183",2760.30674255581,4371.70579622006,3252.79641911847
"184",2879.56142328766,4405.97056222119,3268.26848484854
"185",2957.27313956145,4484.45579337514,3339.5181222069
"186",2976.79301025836,4603.98714454311,3416.683618527
"187",2964.28844263711,4739.88484264038,3411.8506510545
"188",2944.4829509802,4862.30084991064,3319.72040761165
"189",2914.77574677455,4954.72758078114,3195.75627407532
"190",2856.98354867934,5010.62426218783,3100.49598951144
"191",2766.9510798802,5020.33344551892,3012.35592796464
"192",2668.17681069018,4980.74825367364,2991.84624018761
"193",2601.23902739186,4912.56747570396,3077.27832273835
"194",2603.50937339307,4840.36206207555,3157.42112054437
"195",2683.28684603288,4762.155432772,3191.21121238199
"196",2804.06935704068,4662.95103925717,3267.98540915197
"197",2903.6951840425,4553.20474693077,3369.39133940367
"198",2933.83456792046,4479.70236636091,3342.08293619864
"199",2887.57391510391,4488.34596654587,3165.86052109067
"200",2801.89166196467,4570.40132242121,2996.39669851201
"201",2731.45636491338,4665.6338164864,2935.87100282207
"202",2709.31289165777,4731.2300031557,2954.27583449275
"203",2728.87826808405,4774.16781878773,2970.83298868366
"204",2758.85872216589,4800.45510174214,2954.70253422529
"205",2769.59547925828,4781.36379146831,2951.8436817717
"206",2750.50700423717,4706.0334558861,2971.10476146521
"207",2713.9531249855,4629.73886374697,2982.03042400924
"208",2685.57433611025,4618.47857890058,2958.7204938583
"209",2686.79993039048,4659.05437426418,2962.14952289305
"210",2723.90214772722,4672.12651525392,2997.96494026781
"211",2787.93988795325,4618.31241887033,3118.99351812348
"212",2851.88833755487,4552.63386683721,3264.57374030895
"213",2873.30101479531,4556.69515344712,3305.5104692221
"214",2830.52140825301,4641.32426275021,3284.36032843374
"215",2757.19927912428,4736.29717690986,3294.13135149072
"216",2709.60143727806,4762.54356956159,3324.5521853559
"217",2704.77756060017,4694.23094897108,3328.04431645502
"218",2719.85544891105,4562.46098961352,3280.81974207194
"219",2735.3259143918,4427.56361179669,3206.26666508948
"220",2744.80569800362,4341.60589573818,3136.85823879401
"221",2739.56993031266,4312.03633916304,3076.0279125423
"222",2715.26533841985,4301.39938838113,3041.54180618436
"223",2684.3702776132,4269.56289334638,3032.70936466317
"224",2663.06434621239,4212.25766402677,3018.63660971101
"225",2649.23292545081,4162.86823610211,2975.58850503344
"226",2626.48267847102,4161.53905399622,2939.7230318707
"227",2592.94415279497,4210.9593510134,2949.70174690206
"228",2571.7847537031,4266.15709800707,3023.23347730816
"229",2583.72346318547,4287.21294932151,3109.1376282019
"230",2622.47253539485,4286.49572590038,3098.14870014197
"231",2664.01635511758,4302.74069628473,3024.13297188826
"232",2683.44397824483,4352.92489386171,3032.56298870344
"233",2662.2728502981,4426.17841918012,3108.44160969937
"234",2602.54723525238,4502.45820165327,3139.25251361213
"235",2536.15452697257,4564.01744184745,3140.69057633049
"236",2504.38387505517,4597.05325440945,3158.70398997717
"237",2527.20771867362,4590.60123771645,3186.72775571759
"238",2591.45866307867,4540.05417007826,3217.72156495395
"239",2654.97636889748,4460.84935130673,3222.03934132182
"240",2668.8750574685,4399.34378749146,3232.21473873809
"241",2621.11378032557,4408.71064053452,3256.70977709359
"242",2554.47760881856,4496.22996728774,3246.69876938713
"243",2521.76718845528,4609.09969755006,3192.94425117642
"244",2533.17986686646,4687.11433530315,3074.08194622368
"245",2560.72399736767,4709.08568147598,2988.2899135293
"246",2574.45837606419,4679.41389205806,3012.81452740581
"247",2560.64215310584,4609.04122692205,3080.92625485015
"248",2523.04811470448,4528.17569556524,3102.68751668559
"249",2481.23971674443,4484.61440449867,3105.26289358605
"250",2462.1805504968,4508.78437677629,3103.59809436006
"251",2484.44433327928,4586.7745005121,3113.58258792345
"252",2543.44247614944,4668.13552445594,3145.47964417011
"253",2614.20131814875,4699.41607466983,3210.20780477176
