"","wm_m2_acus.cases","wm_m2_acus","wm_m2_acus"
"90",1.84594287116189,1.81061231384919,1.82816260209836
"91",1.85335288056533,1.78608335062202,1.80494162387592
"92",1.79431528694893,1.83557986217397,1.82613729337935
"93",1.79010857488374,1.82104445755847,1.88668257377794
"94",1.87716463520145,1.82333036250761,1.86445736338549
"95",1.8618028780593,1.86565110886974,1.80973328834306
"96",1.84042000875753,1.8765093718046,1.80153450174356
"97",1.85651617602722,1.82677393614752,1.82463458057458
"98",1.82907496256833,1.78269640290346,1.85699206536353
"99",1.82023812274653,1.78623606543331,1.86094465867111
"100",1.81369069007341,1.8347808327641,1.86022612994731
"101",1.81961873743593,1.81169999303508,1.86940312632666
"102",1.83556567901563,1.85066659735207,1.84171623656612
"103",1.8291743380985,1.82009343509772,1.83155400187794
"104",1.84032042899762,1.84913714412097,1.85770294545807
"105",1.85653831510843,1.85865119939172,1.81205972299586
"106",1.88834578146881,1.82980423819696,1.81484211925097
"107",1.84097042862714,1.7858170105741,1.84913867739521
"108",1.85567064079711,1.8334890275334,1.81275259573733
"109",1.79154919737981,1.83550885048556,1.84554747107639
"110",1.82228442479854,1.81283557311889,1.86859795984944
"111",1.84876678836984,1.85196096508808,1.83619113713747
"112",1.84127155287759,1.82751511644979,1.83764278176205
"113",1.82985245083792,1.87901129566577,1.8408619458536
"114",1.80224394405785,1.82646730977857,1.84235658516824
"115",1.78723725036476,1.82526315011367,1.87584482277586
"116",1.84306209315122,1.85478788140035,1.83151496702638
"117",1.88568587796144,1.85750514137298,1.7937457011103
"118",1.92423948290837,1.84124831578666,1.82669946771554
"119",1.91102685027395,1.78440249289558,1.84156924577637
"120",1.8413352014441,1.7747308391915,1.78020182187961
"121",1.77120761536847,1.82776975834585,1.85761604173834
"122",1.81691315688145,1.83018740382381,1.85863574094238
"123",1.76057231769121,1.81344924449134,1.84185654874218
"124",1.77730104771357,1.82128910400853,1.88643139434268
"125",1.84438103026049,1.84930763835878,1.85803040175136
"126",1.82854278368627,1.85218096801476,1.82647371312218
"127",1.86010452222692,1.83657527066966,1.91623310064414
"128",1.8528158750803,1.85939908457895,1.88098667630362
"129",1.83778370974376,1.87119040485096,1.84733083569213
"130",1.83568517136519,1.87184143818414,1.80859232446058
"131",1.84086535612905,1.80862874339583,1.80167540528862
"132",1.80350696926958,1.874416872434,1.78959320991492
"133",1.86091064261624,1.87327491619508,1.78933596743815
"134",1.87884566599931,1.83156460401396,1.83119267350511
"135",1.864670162822,1.83042838422536,1.87479097937797
"136",1.82167191917893,1.79006234829286,1.84834122252286
"137",1.84556641305275,1.81822778822091,1.85573197400795
"138",1.85485542600463,1.80792082546232,1.8070234757472
"139",1.83274546104794,1.80738376277944,1.85047222783872
"140",1.80966840545006,1.78161878835584,1.84770064236404
"141",1.81090459231862,1.8489607670575,1.87400272044941
"142",1.76931118736077,1.84543150094647,1.86982872042432
"143",1.81904262514862,1.82783052883992,1.85038841341373
"144",1.85470099267324,1.79530705834159,1.79804618810311
"145",1.84053758215819,1.79296871482926,1.83471084621242
"146",1.8631191128866,1.81339863349342,1.81876547508028
"147",1.86793621179126,1.84504116476591,1.8430467528761
"148",1.88688819122121,1.84483311059701,1.8371377927208
"149",1.80499571731338,1.87411144902926,1.81625284530592
"150",1.80998804288585,1.86246773302139,1.76853515169871
"151",1.85552629765113,1.85930474448134,1.84035626576368
"152",1.81716616446921,1.86235516409761,1.84543312627544
"153",1.87795736793,1.81898265401498,1.87756950548808
"154",1.8851287376021,1.81160711318279,1.86080849117408
"155",1.85864169450549,1.81214862637065,1.83041959211397
"156",1.79068843097378,1.86509188228569,1.83009881615919
"157",1.81188024319252,1.84195891934322,1.84482409414377
"158",1.83006156034363,1.82798852517452,1.83490082804401
"159",1.8235323984366,1.81164031732811,1.8542805250996
"160",1.81773121603708,1.80455834106199,1.82288332630267
"161",1.84299320030324,1.81269982494365,1.82498930187947
"162",1.86593976180675,1.86688560239532,1.87910325435667
"163",1.83667198196487,1.88606808145394,1.89912178454515
"164",1.79848861619199,1.8575874651285,1.91544171013979
"165",1.85116014663994,1.82072914400232,1.86870110083724
"166",1.81548850186232,1.79171218976677,1.82601538681671
"167",1.86240628984834,1.82833168843049,1.81722801640319
"168",1.82005559312943,1.78932724497418,1.8124636245568
"169",1.79202081685196,1.8315858934462,1.8308769610457
"170",1.83338795415259,1.84518721893836,1.84482461608904
"171",1.86556193289843,1.84460835398255,1.83940774964858
"172",1.9019879370871,1.83204452103656,1.81246809121393
"173",1.87293841647995,1.84606345452758,1.810189087987
"174",1.76258494037715,1.84055279622708,1.843773345364
"175",1.78034015570558,1.80100687870152,1.83296439376799
"176",1.79906351484649,1.808504936726,1.80755218353553
"177",1.79915159017936,1.77777017994506,1.79744187992243
"178",1.84691245165586,1.79205030984663,1.81297637585926
"179",1.822644156483,1.81400842057384,1.86324005906339
"180",1.82080195428631,1.77383520624254,1.83173421476715
"181",1.86454393833826,1.82469983407243,1.88721186840239
"182",1.87625494406925,1.84542383802042,1.92516209667591
"183",1.8765918797555,1.83919594805611,1.8669418487224
"184",1.93396482639267,1.83851589233225,1.81874377891266
"185",1.87416317798355,1.85499799842995,1.84665713694304
"186",1.80068066064566,1.84775148892538,1.85319016115292
"187",1.79769371971982,1.8852618843342,1.791021958591
"188",1.75646924964352,1.89266311591063,1.76981277654517
"189",1.79354622837105,1.82762838771483,1.81586227240685
"190",1.83678144572433,1.78865940861615,1.87016102278156
"191",1.87942060574469,1.82242177152656,1.90305700766874
"192",1.881211469236,1.82037551093296,1.88477158350858
"193",1.85427747355232,1.81346768466603,1.85470988838206
"194",1.84185239724509,1.78422396568329,1.86497602796103
"195",1.81748293204114,1.82305964990742,1.85571107495256
"196",1.82219167437504,1.88419481305286,1.85022308977771
"197",1.84147831681779,1.86354140731642,1.81641850270205
"198",1.8485009479571,1.83175200746152,1.85970558173149
"199",1.8753700680171,1.78632098508796,1.80642578467441
"200",1.82577706101262,1.83453936761321,1.8879479838892
"201",1.84035320840313,1.8660571097693,1.8479268555064
"202",1.84046675177527,1.86492369911665,1.78648745157175
"203",1.75120615113558,1.84040637835227,1.7846233298046
"204",1.80467759858032,1.77963368751646,1.81277242710337
"205",1.85325836166122,1.8138167345108,1.81944584634269
"206",1.907396317564,1.80634553335112,1.82360896207336
"207",1.83708792663594,1.82858653080127,1.81379385470785
"208",1.82630023317941,1.8831256706812,1.82742691736321
"209",1.88361037740843,1.8748903378082,1.84461818481429
"210",1.80730135701769,1.87023464030688,1.84665872163583
"211",1.8279277080892,1.82695255108483,1.86777372922635
"212",1.83085850490298,1.85123134319496,1.87347509749475
"213",1.83908459971567,1.83199657413487,1.86934048373676
"214",1.87391602002582,1.85528254268704,1.84634717621688
"215",1.83606890307032,1.87293708828925,1.85525583609797
"216",1.83179953329702,1.84726118322606,1.8480301563048
"217",1.83808188297123,1.77594877414823,1.87581444904075
"218",1.88710470220713,1.83323025074621,1.87673760535627
"219",1.85965175517757,1.83288341789404,1.80285145136796
"220",1.8170528690642,1.82127070349751,1.78860308761223
"221",1.8421919534559,1.83398547762034,1.85473392046412
"222",1.81049601624235,1.8107688381496,1.86144838669039
"223",1.79657422268907,1.80879332731026,1.81842861869268
"224",1.82741884473605,1.80864877967063,1.82836822410838
"225",1.86981107533303,1.79874549827931,1.82932921207545
"226",1.88896014436765,1.81851827874163,1.82868494924203
"227",1.85187585108351,1.81403804735704,1.84054486433202
"228",1.87198877979125,1.8286450043787,1.80793584198043
"229",1.80806502929968,1.87112511205988,1.83622041666845
"230",1.76838548988798,1.86735284454584,1.83356404390247
"231",1.80157659117679,1.85185861512462,1.82457933499694
"232",1.87874936549208,1.77406036929445,1.84350733075555
"233",1.88457412500238,1.8156980799559,1.79679219591083
"234",1.836357627729,1.81077719375773,1.85049760924531
"235",1.85064705098437,1.79589329472106,1.8891428004319
"236",1.82392933887101,1.82804237977153,1.89058280797872
"237",1.81757069986751,1.85034540156462,1.83756807636825
"238",1.83304780248954,1.86428388128604,1.85341332227064
"239",1.85590455830719,1.85521827513582,1.82342122368516
"240",1.85667560808982,1.83363451354687,1.8421623584243
"241",1.87095091937485,1.80447920763779,1.82565599560599
"242",1.85817736896054,1.8038305378277,1.83787799363708
"243",1.77963336013612,1.79436394276825,1.85225268968877
"244",1.8139001583681,1.86706124716897,1.81935612421661
"245",1.81847596934938,1.82341665927826,1.78527362841592
"246",1.79134078855052,1.87255683647394,1.80668660325173
"247",1.80056363972461,1.87009228485778,1.85021829506222
"248",1.79978806230846,1.79094996208958,1.89015302456112
"249",1.81187100361566,1.78103024208501,1.84065598834322
"250",1.84197622582951,1.79248112558639,1.87698190193371
"251",1.82578364230011,1.83013426196486,1.85231171328224
"252",1.83125854076329,1.88008601601752,1.80978713979051
"253",1.89632765067645,1.88264489159649,1.86705871166187
