"","wm_m2_acus.cases","wm_m2_acus","wm_m2_acus"
"1",1.83753670262017,1.84523879339712,1.75857472017515
"2",1.8063592988012,1.87089434244173,1.80803345122651
"3",1.84233532761257,1.83501240520461,1.85720703874814
"4",1.84798900532325,1.83638430066609,1.8679357663748
"5",1.85478864045991,1.81112368207502,1.87510472800956
"6",1.85719707212578,1.82706572575009,1.87012023940379
"7",1.81824894017285,1.84872424963101,1.94528542597292
"8",1.81686510213522,1.89919037778367,1.8285462142377
"9",1.77325369974691,1.8241579890383,1.79482703821169
"10",1.76191183956771,1.82235785214299,1.77874330784084
"11",1.82184721908344,1.75627041777753,1.80583179473239
"12",1.89847241008771,1.78845632919448,1.88078237863888
"13",1.86533898383238,1.80201236086524,1.8823119980657
"14",1.86342510231738,1.83786941779869,1.84655582106695
"15",1.83530410325827,1.86578353818108,1.8382657060946
"16",1.89084430801524,1.86349991939987,1.84860736537655
"17",1.87812185856291,1.83499543322409,1.81722456103128
"18",1.8261329734779,1.78858737658049,1.77896116800835
"19",1.82816265936476,1.81826805692482,1.84245718962556
"20",1.84292318648914,1.82578612364312,1.86906257783841
"21",1.78909566958557,1.82965711481563,1.84304105827374
"22",1.825596216948,1.86806869008855,1.83730809872977
"23",1.80687698170672,1.86957727941708,1.80569498275879
"24",1.82908196501312,1.83462101071108,1.80348454696696
"25",1.82088410578288,1.82331644540807,1.86553168377107
"26",1.78363647240843,1.838826565642,1.91716900879285
"27",1.84526991351142,1.78996423204874,1.88860652739994
"28",1.86085778402551,1.81022980310897,1.8169804409484
"29",1.80245212541197,1.78457632102224,1.80359389032019
"30",1.82771578898868,1.83393778643426,1.7885029938216
"31",1.81603168138637,1.83632790925957,1.76054956520959
"32",1.88891139422866,1.86353124687922,1.84985237032254
"33",1.86938622807457,1.81260142665539,1.88787895918392
"34",1.8913618305242,1.87300904581321,1.87956628938593
"35",1.84420679308846,1.84303630493454,1.87953815734555
"36",1.82008083816227,1.85250805623045,1.88020337828254
"37",1.7623183163213,1.77126390498592,1.88789549646534
"38",1.81460253309422,1.75574349305052,1.87768572453629
"39",1.87107812446036,1.78056140724471,1.78621632614359
"40",1.87693857428947,1.8434478568403,1.77725808227764
"41",1.84476603852882,1.86034673254501,1.81017591220686
"42",1.85446064439135,1.88786471453016,1.83515894265019
"43",1.84468922268513,1.88305055881862,1.88963154090787
"44",1.86384307817296,1.85367196644544,1.87597587637694
"45",1.88162887796383,1.85263890584405,1.80033367754729
"46",1.85621551515836,1.85258122756188,1.77814190569262
"47",1.82152868965139,1.83238168550952,1.77448396741679
"48",1.83295942332858,1.86216724145572,1.81119715313179
"49",1.82407704524754,1.8306976047748,1.87745961286369
"50",1.80846848006248,1.80957179373168,1.87974732366841
"51",1.81857920891526,1.80591877768317,1.8682276500885
"52",1.8782178702295,1.80349873448877,1.85275426499236
"53",1.88630272073296,1.80639603726779,1.86943535694516
"54",1.85501910118838,1.84033051058676,1.88077067128563
"55",1.84354816723031,1.78860382425112,1.85492494072254
"56",1.82441231811025,1.82865127081509,1.8079223816123
"57",1.82998151731994,1.79746716036981,1.8157185282356
"58",1.77854739934099,1.83097170222379,1.8349658626788
"59",1.82338879973182,1.83908689401895,1.85841867016827
"60",1.7975097934231,1.87069569236499,1.86543987587407
"61",1.81085939110368,1.84600097901561,1.82414202066289
"62",1.80823753127688,1.82637945137676,1.86224336192831
"63",1.83481898056614,1.82566472544015,1.83146936603353
"64",1.90942116943675,1.82853628452164,1.84554164282841
"65",1.86632956589029,1.83335362128665,1.80250068013686
"66",1.83451381113906,1.8201420439661,1.84847319081454
"67",1.78115276705523,1.85165766881666,1.84664589717384
"68",1.78969771007783,1.8228759370754,1.84507529281065
"69",1.82831641287952,1.8406186421058,1.85292252089726
"70",1.80972748999633,1.80647879561957,1.85081276432714
"71",1.84492728763653,1.78281076894404,1.88676021376663
"72",1.85767318834204,1.79684590957743,1.81360220735004
"73",1.82037701879915,1.83482523240364,1.84078132765025
"74",1.85850983410985,1.83291665554989,1.81957986419137
"75",1.8754542762985,1.84949984763759,1.81606302983474
"76",1.85109193818384,1.85533360966151,1.81295335589268
"77",1.8419223275883,1.83295720845857,1.81921633449861
"78",1.85745662521661,1.82095852206851,1.83369513386874
"79",1.85251659306432,1.8426475429003,1.8365707333776
"80",1.83739058103438,1.83882806925282,1.86648201320551
"81",1.81680138211128,1.89510542326456,1.80508984968833
"82",1.81216315580747,1.83442023666182,1.81720917602105
"83",1.80149225872018,1.82696948292635,1.86617513847533
"84",1.82673149909601,1.83727619560351,1.86624528906932
"85",1.87599449662828,1.8361670174954,1.89209221351792
"86",1.83417189681888,1.85753039174248,1.83723035900132
"87",1.81410065887919,1.80820187804534,1.84072867213852
"88",1.85366870904292,1.81238601770006,1.80338433244354
"89",1.85300450557972,1.79550041422457,1.80823983772728
