"","wm_m3.cases","wm_m3","wm_m3"
"1",7.34450974460134,4.55242022389344,7.32774217167721
"2",7.33550027610919,4.59597232586525,7.29198693174864
"3",7.31924094169602,4.56640813723375,7.24067600242773
"4",7.29426416926452,4.56281666073565,7.18053936835495
"5",7.26796499585145,4.51279711799353,7.13550568430581
"6",7.25256009056041,4.5034566407251,7.13755722320834
"7",7.25635762593682,4.51403521177746,7.21417098737929
"8",7.28163063165838,4.58571391099077,7.34130159252121
"9",7.30435098810045,4.51804205506502,7.47029997819728
"10",7.29197230292849,4.50628271253676,7.51449320427648
"11",7.22235306903054,4.38800925630289,7.44604444885824
"12",7.12248448910516,4.37315530063122,7.31714142880598
"13",7.04730462364039,4.3430260831394,7.18411376651681
"14",7.04954472151478,4.34967815999079,7.09478605825746
"15",7.13958059480248,4.37585310741992,7.09702368600257
"16",7.28982330889786,4.40595447567888,7.20818614319356
"17",7.43470235022994,4.43805073084691,7.34898198397967
"18",7.50556392616903,4.42765549716991,7.40958061163854
"19",7.4770242384067,4.48366654572202,7.35530786249
"20",7.40054368418903,4.4872543797597,7.23829605386435
"21",7.34630557270332,4.46240598672665,7.15069350164326
"22",7.31764509004268,4.48608487028459,7.14003928088297
"23",7.26736568496199,4.5020934061276,7.1780464721604
"24",7.19330268805614,4.49408048209031,7.2296776691774
"25",7.13825072200203,4.51240704244867,7.27533104533289
"26",7.12544774322734,4.55709260568132,7.28619683292998
"27",7.13900460560518,4.47902046049894,7.25170360394281
"28",7.15365397063264,4.44888670729668,7.22853734356604
"29",7.16975217812724,4.35243595668943,7.27633207639405
"30",7.18504907717297,4.36165937854507,7.36232121991412
"31",7.19825116423976,4.35829259285809,7.39702300070489
"32",7.22246255311192,4.42221297122694,7.32435783094173
"33",7.25003375718745,4.40185538192877,7.16080846131235
"34",7.27910843085673,4.50903186238874,7.02471595961278
"35",7.3028579060293,4.53021661304168,7.02489340256615
"36",7.34517643914065,4.57707921130755,7.15750140718693
"37",7.40538072465546,4.46426400158755,7.34110545089484
"38",7.42702026409962,4.35846077069884,7.49543032976998
"39",7.36089859350276,4.29815427692622,7.56065233067058
"40",7.23344996370279,4.3259904840184,7.5151155043591
"41",7.13414697357875,4.35434988155028,7.40221192425517
"42",7.13121715461319,4.42477579855741,7.28312832556531
"43",7.22474674800778,4.49712552778024,7.1785132177005
"44",7.35576343880373,4.55600400518508,7.0999932321647
"45",7.44875042335018,4.64452313672457,7.08593556269798
"46",7.44991323752682,4.70297434857142,7.15673796921353
"47",7.39322907639146,4.67320232542815,7.26563861857769
"48",7.35917194521767,4.66054315825316,7.31154652735304
"49",7.3652062573214,4.57373264899784,7.23843880158946
"50",7.35960499818218,4.4942981192516,7.10393864951254
"51",7.31176302403393,4.44531568725337,7.02601127363332
"52",7.24141238798724,4.40733083530774,7.07776101561739
"53",7.19165152008239,4.37594629349202,7.23882913904208
"54",7.19891635497417,4.3960953119052,7.409262589253
"55",7.2606920903019,4.31686463139106,7.49691582850558
"56",7.33833803208991,4.34951125842463,7.47826113217108
"57",7.40120414480124,4.31672247190396,7.40243887751676
"58",7.41322832486055,4.36969935520212,7.33555870197121
"59",7.35657206734376,4.4068410704015,7.29519086219323
"60",7.24064832320464,4.48004063193545,7.25705226501572
"61",7.13558300626753,4.49282190929335,7.2149644310276
