"","Bacus2.cases","Bacus2","Bacus2"
"1",45.0767316280907,67.1444601932028,73.1291073669391
"2",46.3014495060987,65.0175739148396,72.6078269298825
"3",45.410251842165,65.6575107877283,70.895518262945
"4",45.1059720241835,65.1561025539881,70.0363983709545
"5",44.5946522785837,66.3362608017177,68.7966572992611
"6",44.0564703221471,65.8835744810449,67.7990981165954
"7",45.0797219259959,64.7403007200465,62.6159523893397
"8",45.4106155922898,61.5030726735792,65.4760634565604
"9",47.8663026735763,63.5164378784925,67.3286177516468
"10",50.1871461109237,63.4847461876282,69.7116805186097
"11",49.4926225413491,67.933739105547,70.1719538716972
"12",47.0292456549454,68.3990144180094,67.1290838733859
"13",47.2460041622266,69.3855360992866,66.1734794511798
"14",46.5730838885153,68.530556107562,66.9287637354518
"15",46.8991052934473,66.9804972787484,66.9305459899268
"16",44.4567519912859,66.0978233373116,66.0765373835904
"17",43.6419664148564,66.5540119196151,67.5378219216564
"18",44.5666783449604,69.1176741681542,70.8325807333763
"19",44.4571672270482,68.4384273614453,68.8832518697361
"20",43.9262295096526,68.4837768415894,67.5370465616944
"21",46.064615438938,68.5590667450392,68.3306549507396
"22",45.5672817323342,66.3885169300772,68.5038520002447
"23",46.7842670977286,65.1439386114475,70.5290224892028
"24",46.6310565037821,65.7506070798621,71.8276800383615
"25",47.3101624697859,65.9821660817248,69.2245023495972
"26",49.5507028236136,65.0600195729632,65.758303690482
"27",48.1146340288494,67.8123392354845,64.9853411601815
"28",47.4408795276589,67.8746523731715,67.2941664773012
"29",49.5585264347071,70.5492368213922,68.4344642160108
"30",49.1706063444607,69.1526687581205,70.5483700938069
"31",49.9727465178492,69.2168082353919,74.7259697338788
"32",47.3722780048875,67.5105441913661,71.8850465360853
"33",47.0589026180757,69.601045702275,69.8670509019479
"34",45.3379021864058,66.3274103928919,69.0895089507344
"35",45.7864264211006,66.6441597241185,67.6593436084694
"36",46.3047181650172,65.4439418782565,65.9764161320446
"37",49.246040580636,69.8001119403738,63.845785682701
"38",48.5984904927239,73.0908525639043,62.4980430496516
"39",46.9533119397476,74.4449728351134,66.3310010920484
"40",46.1905482233041,72.5286302437926,68.458839606302
"41",46.604364444544,71.5677589136278,68.5555499398316
"42",45.8277351586977,69.1248270149221,68.3773949038575
"43",45.6318219739062,67.4368887319191,65.7418297109043
"44",44.505185886507,67.0373107273635,65.1749033724482
"45",43.1349352494257,65.8089736248674,68.4692017816323
"46",43.0049951062027,64.6861083124878,71.0988054663782
"47",43.7344652514346,64.8658110897361,73.6987624800469
"48",43.4019029022908,62.8797467677965,73.8957864353217
"49",43.7675950799157,63.5755181231303,71.1898301314598
"50",44.6888517147956,64.666132981267,70.2604951824343
"51",44.9406944687154,65.4956234030159,69.6516592678759
"52",43.0962950193275,66.5401897374706,69.3470877517684
"53",42.0582370883545,67.4529967636708,67.5188893172645
"54",42.1063624813781,66.3794008377097,65.612261562411
"55",41.9190665517657,69.6446495219174,65.4996504324776
"56",42.2875466949639,68.5747512946079,67.5639658656823
"57",42.1745260947868,70.9302552535207,67.9087403583745
"58",44.4585303198548,70.0084204517582,67.5280656248818
"59",43.9024552645322,69.6684220994644,66.4197765169509
"60",45.5169278494287,67.5490636631652,65.5289151524868
"61",46.0149872950747,67.6731370666936,67.1295290339391
"62",46.9406526015164,68.1346058980395,65.1819957071454
"63",46.6164484649366,68.0814666836177,66.1914748237223
"64",43.9160680206181,67.9433499844127,65.4627399702331
"65",44.0652958322586,67.6785101557352,67.9063824458806
"66",44.4609627421695,68.4270492106406,66.2594885997746
"67",46.5904480341981,66.8258014556378,66.2151285021893
"68",47.4097268263658,67.9217516366482,66.1188537323141
"69",46.9269623207127,66.9865134483831,65.4437477703655
"70",48.2198440821751,68.777820859498,65.0594268832358
"71",47.4916834620873,71.2350207039904,62.6030840722818
"72",46.9130154639899,72.1382903737615,65.2056344715973
"73",48.0508980496662,71.1099022977772,64.1334623595615
"74",46.6896066409781,71.4228228298724,65.2982140217208
"75",45.4763368496314,70.423272451771,66.1612715146718
"76",45.4859045380327,69.4222567720214,67.2478967159572
"77",45.3398701124936,69.8422534460158,67.9299477856283
"78",44.422661337031,70.3067727633113,67.9229907619327
"79",44.0387804634009,69.0912318231065,68.1354891887174
"80",44.1589063682966,68.8746403227112,66.5482013223048
"81",44.8648330257171,65.2761123146859,69.5299936169884
"82",45.440074763923,66.65437548371,69.8176091181298
"83",46.5103562820529,66.6390506308451,67.5981666110921
"84",46.3283200095059,65.8840727062156,66.8656985935405
"85",44.7180417618593,65.6097763707029,64.548176203361
"86",45.6405900490996,64.1064825285387,65.8649294292145
"87",46.471371677978,66.1454441750113,65.3557400520569
"88",45.2380405793962,66.4980854866819,67.4078952779957
"89",44.881302698955,68.2499818497053,68.2294199890621
"90",44.7440769532575,68.6035737691452,68.1690163471085
"91",44.146998367632,71.2597732426491,70.359448233407
"92",46.1754121604101,69.8035328782592,70.4030297610094
"93",47.2886166211288,70.9086083902178,67.4386137116591
"94",44.7847222509458,71.2435522276362,67.3782598777716
"95",44.6997991301984,68.9026619123293,69.824176421446
"96",44.9921209051204,67.1384731278245,71.1935450141535
"97",44.1383835609101,68.4590402047681,70.9787948290853
"98",44.6772293884635,71.2514683064494,69.6267693984713
"99",45.0652772216294,72.6498806754661,69.0031707672019
"100",45.6562311195235,71.1452540197738,68.360654924863
"101",45.9558550435203,72.9131778781521,67.005510094332
"102",45.7595695013711,71.2157543923391,67.4479193522218
"103",46.1508474190335,72.6809019501174,67.6990967164693
"104",45.887998761488,71.0982407783726,66.2004571220746
"105",45.1539796995751,69.8225030037968,68.3746393617313
"106",43.4841949231482,70.5462608494745,69.070442120762
"107",44.1055207064027,73.4187662289962,67.8396533034462
"108",43.1998582071806,71.6845972970369,69.9986617254481
"109",45.2766597491325,71.6099733926695,68.8783677095891
"110",44.8479671848784,73.0729864745086,67.4126424724195
"111",44.1522115505696,71.1522702832342,68.4339306848816
"112",44.2812932558748,72.054474638975,68.2995288377834
"113",44.6548586247009,68.8635994524868,68.0485099096441
"114",45.9621870180079,70.4188764056699,67.841392364481
"115",47.4667487969532,70.3644508418337,65.7425010805592
"116",46.2730706660667,68.5275136928116,67.1566153826511
"117",44.6501657916057,67.4909086068712,69.7151701503353
"118",42.3812679278842,67.4378252523775,69.0712762415833
"119",41.0261638482302,70.6249937574364,68.7357723775415
"120",41.6767968695289,72.9409804751058,73.0459309214399
"121",44.0196680111636,71.5052036011616,70.1433137583613
"122",43.2833414595655,71.8412392593582,69.7825464572761
"123",46.3756491623977,73.2562266349946,70.2609035821443
"124",47.6955036451937,73.469900269587,67.4238507981739
"125",46.5179993714629,72.0384080032398,67.4483977141632
"126",47.4166607325832,71.2453334292483,68.4661461620469
"127",46.4330034548289,71.3956162947338,63.5456626482412
"128",46.2426432417589,69.5582110213724,63.0437309166177
"129",46.3908384874444,67.7310338097011,63.2911543865288
"130",46.2954862572629,66.1479164395339,64.9519125516344
"131",45.9864490178754,68.3397735621376,66.1610511916715
"132",47.4698515524422,64.7573638738726,68.2993959532405
"133",45.75490726265,63.3565958626916,70.3809099965885
"134",44.5979628834765,64.1786590765815,69.8148446148501
"135",44.2017456601076,63.9036374450442,67.9135219314423
"136",45.1479485912974,66.2558597338165,68.6133801995795
"137",44.2799911247294,65.7762206242537,67.7922262825675
"138",43.6226084164091,67.0134789351948,70.1778562533264
"139",44.0303263045326,68.0185865883092,68.3217812915173
"140",44.991257857027,70.8473750222875,68.1468763092575
"141",45.5161159500118,68.4048242044054,66.3246036945441
"142",48.1516215256839,68.3209554423581,65.4304394483051
"143",47.6406372201589,68.9944920599154,65.3874050934334
"144",46.8095134844344,71.2093747287419,68.0132246254182
"145",47.2022133212528,72.650451503923,66.8770909433868
"146",46.1986973686383,72.7752263102908,68.1149098704539
"147",45.3598685885818,71.5683169404361,67.4123171174885
"148",43.8125116939761,71.3069444085025,67.8211529163949
"149",45.8297089041294,69.0468326859914,69.3006489303034
"150",46.0715072836593,68.1875555920768,73.5739998808086
"151",44.7221779368126,67.0107842244531,71.3573439111084
"152",45.9660976585994,65.5421795799136,71.4063087914206
"153",43.9602059120607,66.7765668874593,69.4703344964269
"154",42.8768691254315,67.3277844376752,69.285057226828
"155",42.7367703057059,67.853269710969,70.2685980401925
"156",44.8014840251709,65.3361002626665,70.3214648279361
"157",44.7175535461925,65.7113932897245,69.5610346290289
"158",44.5317333610622,66.100915255902,69.9859197811751
"159",45.0665233085168,67.081368905149,68.9208927608542
"160",45.7126367937342,68.1184319504415,70.4251581137211
"161",45.1610154925093,68.5464871248057,70.7999532015987
"162",44.1805053065405,66.0048471430476,67.9775132555779
